"ID","Prod","Quant","Val","Insp","UnitPrice"
"v254","p965",1766,10240,"ok",5.79841449603624
"v376","p965",7322,25245,"ok",3.44782846216881
"v482","p965",516,2185,"ok",4.23449612403101
"v277","p965",11955,18435,"ok",1.54203262233375
"v871","p966",394888,547705,"ok",1.38698820931505
"v3454","p966",112,17875,"fraud",159.598214285714
"v475","p973",12600,22110,"ok",1.7547619047619
"v253","p980",13488,34845,"ok",2.58340747330961
"v397","p980",47311,121875,"ok",2.5760393988713
"v489","p980",31411,169525,"ok",5.39699468339117
"v424","p980",6338,31875,"ok",5.02918901861786
"v3944","p982",123333,266975,"ok",2.16466801261625
"v621","p983",44188,18365,"fraud",0.415610573006246
"v288","p985",49324,197755,"ok",4.00930581461358
"v522","p985",22280,94545,"ok",4.24349192100539
"v3944","p989",25000,64305,"ok",2.5722
"v277","p991",40100,130770,"ok",3.26109725685786
"v952","p991",36211,137870,"ok",3.80740658915799
"v945","p993",27155,133630,"ok",4.92100902227951
"v921","p993",15377,61525,"ok",4.00110554724589
"v661","p993",466,5165,"ok",11.0836909871245
"v661","p993",1211,9565,"ok",7.89843104872007
"v534","p994",200,1280,"ok",6.4
"v252","p996",11322,25540,"ok",2.25578519696167
"v557","p998",108,1160,"ok",10.7407407407407
"v465","p998",20155,34395,"ok",1.70652443562391
"v590","p998",16211,28645,"ok",1.76701005490099
"v421","p998",127,1110,"ok",8.74015748031496
"v946","p1000",22322,95385,"ok",4.27313860765164
"v667","p1000",11377,47215,"ok",4.1500395534851
"v596","p1000",121,96525,"fraud",797.727272727273
"v621","p1000",11200,59785,"ok",5.33794642857143
"v617","p1000",7405,54465,"ok",7.35516542876435
"v473","p1000",24562,128055,"ok",5.21354124256982
"v682","p1000",19006,41530,"ok",2.18509944228138
"v964","p1000",19544,64475,"ok",3.29896643471142
"v629","p1000",2488,57820,"ok",23.2395498392283
"v523","p1000",60585,77475,"ok",1.27878187670215
"v689","p1001",4817,31495,"ok",6.538301847623
"v679","p1001",8355,45855,"ok",5.48833034111311
"v288","p1001",2361,23665,"ok",10.0232952138924
"v434","p1001",5655,20750,"ok",3.66931918656057
"v669","p1001",11472,57875,"ok",5.04489191073919
"v376","p1002",13086,27645,"ok",2.11256304447501
"v539","p1014",8412,92300,"ok",10.9724203518783
"v811","p1014",103,1040,"ok",10.0970873786408
"v3958","p1014",101,1030,"ok",10.1980198019802
"v988","p1019",103,1065,"ok",10.3398058252427
"v980","p1027",1927,12640,"ok",6.55941878567722
"v803","p1027",1032,8650,"ok",8.38178294573643
"v910","p1042",9899,30325,"ok",3.06344075159107
"v1008","p1042",25334,79045,"ok",3.12011526012473
"v3187","p1042",10242,111495,"ok",10.886057410662
"v830","p1042",9733,108740,"ok",11.1723004212473
"v1029","p1057",12923,52940,"ok",4.09657200340478
"v615","p1059",23262,75960,"ok",3.26541140056745
"v253","p1061",12227,55815,"ok",4.56489735830539
"v1066","p1068",8056,51200,"ok",6.35551142005958
"v1002","p1068",6300,60735,"ok",9.64047619047619
"v260","p1077",10303,299105,"ok",29.0308647966612
"v687","p1084",17117,109200,"ok",6.37962259741777
"v365","p1084",129685,81780,"fraud",0.6306049273239
"v621","p1086",2816,34195,"ok",12.1431107954545
"v483","p1086",4363,38240,"ok",8.7646115058446
"v988","p1086",3336,100240,"ok",30.0479616306954
"v590","p1088",5180,35775,"ok",6.90637065637066
"v671","p1088",9490,53560,"ok",5.64383561643836
"v598","p1096",7100,35185,"ok",4.9556338028169
"v629","p1096",54331,169010,"ok",3.11074708729823
"v1027","p1096",27086,51905,"ok",1.91630362548918
"v982","p1099",100,1005,"ok",10.05
"v1125","p1099",113,1155,"ok",10.2212389380531
"v1044","p1101",18183,44750,"ok",2.46109002914811
"v556","p1101",2822,9600,"ok",3.40184266477675
"v250","p1101",488,11510,"ok",23.5860655737705
"v1147","p1101",22561,1165,"fraud",0.0516377820132086
"v869","p1101",4416,13570,"ok",3.07291666666667
"v70","p1101",1282,24440,"ok",19.0639625585023
"v353","p1101",383,6840,"ok",17.8590078328982
"v305","p1101",572,13910,"ok",24.3181818181818
"v1911","p1103",8766,11115,"ok",1.26796714579055
"v1174","p1103",102,1010,"ok",9.90196078431373
"v256","p1109",8853,50810,"ok",5.73929741330622
"v1313","p1114",101,1015,"ok",10.049504950495
"v152","p1114",188,15725,"ok",83.6436170212766
"v1117","p1114",101,1075,"ok",10.6435643564356
"v1225","p1115",3433,61920,"ok",18.0367025924847
"v3941","p1121",100,1020,"ok",10.2
"v1160","p1121",112,1075,"ok",9.59821428571429
"v1172","p1121",101,1030,"ok",10.1980198019802
"v655","p1121",105,1025,"ok",9.76190476190476
"v2636","p1121",113,1050,"ok",9.29203539823009
"v1244","p1121",117,1065,"ok",9.1025641025641
"v1154","p1121",105,1050,"ok",10
"v1344","p1121",100,1050,"ok",10.5
"v1259","p1121",109,1045,"ok",9.58715596330275
"v1395","p1129",10935,49990,"ok",4.57155921353452
"v356","p1131",207875,296565,"ok",1.42665063138906
"v356","p1131",215290,349090,"ok",1.62148729620512
"v525","p1144",100,1020,"ok",10.2
"v664","p1149",102,1025,"ok",10.0490196078431
"v664","p1149",101,1005,"ok",9.95049504950495
"v1128","p1151",102,1200,"ok",11.7647058823529
"v472","p1151",100,1210,"ok",12.1
"v547","p1151",101,1210,"ok",11.980198019802
"v2026","p1151",102,1050,"ok",10.2941176470588
"v935","p1151",183,1210,"ok",6.6120218579235
"v1424","p1151",100,1185,"ok",11.85
"v1454","p1166",25932,200840,"ok",7.7448712016042
"v1454","p1166",18475,166910,"ok",9.03437077131258
"v1454","p1168",26419,146190,"ok",5.53351754419168
"v431","p1194",101,1075,"ok",10.6435643564356
"v4069","p1213",103,1270,"ok",12.3300970873786
"v596","p1213",111,971905,"fraud",8755.9009009009
"v1495","p1213",100,1110,"ok",11.1
"v1543","p1213",100,1020,"ok",10.2
"v662","p1214",22620,1165615,"ok",51.5302829354553
"v988","p1214",6929,564440,"ok",81.4605282147496
"v1571","p1214",100,1030,"ok",10.3
"v1552","p1214",102,1220,"ok",11.9607843137255
"v1322","p1214",108,1035,"ok",9.58333333333333
"v1326","p1214",108,1200,"ok",11.1111111111111
"v1488","p1214",15192,392455,"ok",25.8330042127435
"v1616","p1215",103,1165,"ok",11.3106796116505
"v1610","p1215",102,1110,"ok",10.8823529411765
"v773","p1215",102,1285,"ok",12.5980392156863
"v1401","p1215",102,1280,"ok",12.5490196078431
"v1577","p1215",100,1095,"ok",10.95
"v1606","p1215",108,1205,"ok",11.1574074074074
"v1346","p1215",101,1205,"ok",11.9306930693069
"v1553","p1215",105,1275,"ok",12.1428571428571
"v773","p1215",109,1130,"ok",10.3669724770642
"v1540","p1215",106,1085,"ok",10.2358490566038
"v1608","p1215",101,1065,"ok",10.5445544554455
"v333","p1215",101,1170,"ok",11.5841584158416
"v1548","p1221",10666,147710,"ok",13.8486780423776
"v662","p1221",3310,170165,"ok",51.4093655589124
"v596","p1221",3665,85420,"ok",23.3069577080491
"v1629","p1221",1255,62795,"ok",50.0358565737052
"v1495","p1225",100,1070,"ok",10.7
"v4073","p1225",677,48865,"ok",72.178729689808
"v1647","p1225",368594,16585,"fraud",0.0449953064889825
"v596","p1228",100,1030,"ok",10.3
"v935","p1228",33369,117175,"ok",3.511492702808
"v1087","p1228",11911,45040,"ok",3.7813785576358
"v29","p1234",102,1020,"ok",10
"v851","p1234",102,1100,"ok",10.7843137254902
"v431","p1242",107,6510,"ok",60.8411214953271
"v3973","p1242",102,1780,"ok",17.4509803921569
"v1335","p1242",100,1090,"ok",10.9
"v1263","p1244",641,5615,"ok",8.7597503900156
"v29","p1251",3756,31160,"ok",8.29605963791267
"v1335","p1251",890,21145,"ok",23.7584269662921
"v1423","p1264",100,1165,"ok",11.65
"v2771","p1264",116,1040,"ok",8.96551724137931
"v1752","p1272",371030,155240,"ok",0.418402824569442
"v1770","p1293",32207,116620,"ok",3.6209519669637
"v1788","p1299",463914,231960,"ok",0.500006466715814
"v3950","p1327",2877,6740,"ok",2.34271810914147
"v3810","p1327",12046,27490,"ok",2.28208533953179
"v676","p1327",1082,11090,"ok",10.2495378927911
"v982","p1327",17282,48730,"ok",2.81969679435251
"v686","p1327",600,15645,"ok",26.075
"v4121","p1327",2436,54895,"ok",22.5348932676519
"v1820","p1328",41311,314530,"ok",7.61371063397158
"v963","p1328",66851,263715,"ok",3.94481757939298
"v963","p1328",71120,285720,"ok",4.01743532058493
"v1825","p1328",51533,329795,"ok",6.39968563832884
"v4134","p1330",21242,134430,"ok",6.32850014122964
"v1842","p1330",28494,145440,"ok",5.10423246999368
"v963","p1331",13327,585615,"ok",43.9419974487882
"v963","p1331",17314,374740,"ok",21.643756497632
"v789","p1374",14039,34155,"ok",2.43286558871715
"v790","p1374",38807,29725,"ok",0.765970056948489
"v1151","p1381",100,1005,"ok",10.05
"v1158","p1381",102,1075,"ok",10.5392156862745
"v4153","p1389",38115,33750,"ok",0.885478158205431
"v1893","p1390",135105,79950,"ok",0.591761962917731
"v4155","p1390",112,12530,"fraud",111.875
"v617","p1396",116,1125,"ok",9.69827586206897
"v809","p1396",531,17480,"ok",32.9190207156309
"v672","p1398",111,1085,"ok",9.77477477477477
"v1052","p1398",8733,78275,"ok",8.963128363678
"v406","p1398",111,1050,"ok",9.45945945945946
"v3879","p1410",113,1040,"ok",9.20353982300885
"v4161","p1411",101,2540,"fraud",25.1485148514851
"v510","p1413",6961,38175,"ok",5.48412584398793
"v364","p1413",155,7675,"fraud",49.5161290322581
"v662","p1421",17150,57800,"ok",3.37026239067055
"v1731","p1424",4805,25755,"ok",5.36004162330905
"v1921","p1424",2477,30700,"ok",12.3940250302786
"v739","p1424",440,16435,"ok",37.3522727272727
"v1081","p1424",3220,16120,"ok",5.00621118012422
"v4147","p1424",4612,22660,"ok",4.91326973113617
"v404","p1424",101,3675,"fraud",36.3861386138614
"v431","p1431",100,2515,"fraud",25.15
"v4011","p1436",108,1275,"ok",11.8055555555556
"v1361","p1437",101,1230,"ok",12.1782178217822
"v2257","p1439",330,33995,"ok",103.015151515152
"v869","p1440",24533,27540,"ok",1.12256960013044
"v1201","p1440",38575,12400,"ok",0.321451717433571
"v1456","p1462",113,1210,"ok",10.7079646017699
"v2008","p1464",447,12150,"ok",27.1812080536913
"v2013","p1464",563,12885,"ok",22.886323268206
"v662","p1464",122,14635,"ok",119.959016393443
"v1154","p1464",2300,1075,"fraud",0.467391304347826
"v641","p1464",313,18040,"ok",57.6357827476038
"v739","p1467",447,8115,"ok",18.1543624161074
"v1712","p1467",180,5505,"ok",30.5833333333333
"v608","p1467",118,7055,"ok",59.7881355932203
"v152","p1467",7100,52470,"ok",7.39014084507042
"v727","p1467",1433,8545,"ok",5.96301465457083
"v3969","p1471",100,1010,"ok",10.1
"v3303","p1471",101,1015,"ok",10.049504950495
"v1145","p1471",103,1015,"ok",9.85436893203883
"v621","p1471",116,1020,"ok",8.79310344827586
"v838","p1487",101,1155,"ok",11.4356435643564
"v1950","p1509",1037,91330,"ok",88.0713596914176
"v2081","p1510",375,32055,"ok",85.48
"v3978","p1523",101,1225,"ok",12.1287128712871
"v4177","p1523",123,163090,"fraud",1325.93495934959
"v4010","p1528",157,1300,"ok",8.28025477707006
"v2120","p1528",19172,188145,"ok",9.81353014813269
"v1949","p1528",112,1205,"ok",10.7589285714286
"v1080","p1528",140,1605,"ok",11.4642857142857
"v4010","p1528",108,1460,"ok",13.5185185185185
"v2131","p1528",2306,163205,"fraud",70.7740676496097
"v2109","p1533",656,4800,"ok",7.31707317073171
"v1132","p1533",361,3725,"ok",10.3185595567867
"v4044","p1533",1111,13740,"ok",12.3672367236724
"v2151","p1533",290,5725,"ok",19.7413793103448
"v854","p1533",17939,106490,"ok",5.93622832933831
"v2123","p1533",3502,23350,"ok",6.66761850371216
"v2161","p1533",7831,76950,"ok",9.82633124760567
"v2362","p1533",9146,45780,"ok",5.00546687076318
"v2165","p1533",2846,18800,"ok",6.60576247364722
"v4195","p1533",14020,87610,"ok",6.24893009985735
"v2103","p1533",8601,53590,"ok",6.23067085222648
"v2153","p1533",6910,34285,"ok",4.9616497829233
"v4186","p1533",3005,18645,"ok",6.20465890183028
"v1190","p1533",1495,10420,"ok",6.96989966555184
"v2065","p1533",663,6785,"ok",10.2337858220211
"v4044","p1534",159,1670,"ok",10.5031446540881
"v2115","p1534",190,1895,"ok",9.97368421052632
"v4198","p1534",109,1270,"ok",11.651376146789
"v4196","p1534",186,2010,"ok",10.8064516129032
"v2118","p1535",6300,76940,"ok",12.2126984126984
"v2115","p1535",17034,126660,"ok",7.43571680169074
"v2179","p1539",45061,288175,"ok",6.39521981314218
"v2180","p1539",119,111725,"fraud",938.865546218487
"v2179","p1549",26795,167745,"ok",6.26030975928345
"v2191","p1549",21531,132685,"ok",6.1625098694905
"v1409","p1549",40600,153505,"ok",3.78091133004926
"v472","p1559",198,2250,"ok",11.3636363636364
"v2240","p1584",101,1030,"ok",10.1980198019802
"v2089","p1584",100,1040,"ok",10.4
"v2243","p1584",101,1030,"ok",10.1980198019802
"v747","p1601",19979,233670,"ok",11.6957805695981
"v2318","p1601",12705,131575,"ok",10.3561589925226
"v2222","p1601",25186,158960,"ok",6.31144286508378
"v2243","p1601",101,1025,"ok",10.1485148514851
"v2222","p1601",14981,245325,"ok",16.3757426073026
"v1377","p1601",101,1030,"ok",10.1980198019802
"v2324","p1601",7935,106185,"ok",13.3818525519849
"v2002","p1601",100,1025,"ok",10.25
"v1909","p1605",116,1145,"fraud",9.87068965517241
"v1907","p1605",417,14980,"ok",35.9232613908873
"v1909","p1605",1008,18600,"ok",18.452380952381
"v1568","p1619",1889,38590,"ok",20.428798305982
"v1568","p1619",1428,32670,"ok",22.8781512605042
"v1679","p1629",100,1010,"ok",10.1
"v1208","p1667",102,1110,"ok",10.8823529411765
"v747","p1667",108,1045,"ok",9.67592592592593
"v1109","p1667",104,1165,"ok",11.2019230769231
"v1149","p1667",102,1120,"ok",10.9803921568627
"v777","p1667",101,1115,"ok",11.039603960396
"v27","p1667",102,1200,"ok",11.7647058823529
"v739","p1667",105,1215,"ok",11.5714285714286
"v2372","p1667",102,1110,"ok",10.8823529411765
"v1109","p1669",269,9710,"ok",36.0966542750929
"v1307","p1669",338,6990,"ok",20.6804733727811
"v4021","p1669",476,20040,"ok",42.1008403361345
"v739","p1669",410,9635,"ok",23.5
"v1395","p1672",53617,336790,"ok",6.28140328627115
"v1398","p1672",53340,353145,"ok",6.62064116985377
"v1395","p1673",102073,481120,"ok",4.71348936545414
"v1398","p1673",310356,1533595,"ok",4.94140599827295
"v3418","p1676",11742,38360,"ok",3.26690512689491
"v2400","p1676",11973,53560,"ok",4.47339847991314
"v2395","p1676",28645,175295,"ok",6.1195671146797
"v2395","p1676",10132,38030,"ok",3.75345440189499
"v496","p1676",7788,104345,"ok",13.398176682075
"v1200","p1679",37076,169060,"ok",4.55982306613443
"v1200","p1679",34648,243705,"ok",7.03373932117294
"v2425","p1681",35365,590920,"ok",16.7091757387247
"v2169","p1681",145,1250,"ok",8.62068965517241
"v2127","p1681",201,1545,"ok",7.6865671641791
"v1934","p1681",114,1285,"ok",11.2719298245614
"v1934","p1681",122,1820,"ok",14.9180327868852
"v2431","p1681",419,2050,"ok",4.89260143198091
"v2133","p1682",4130,182795,"ok",44.2602905569007
"v2206","p1682",1726,179610,"ok",104.061413673233
"v2384","p1682",11330,744910,"ok",65.7466902030009
"v416","p1682",4468,296290,"ok",66.3137869292748
"v4240","p1684",2887,43400,"ok",15.0329061309318
"v2436","p1684",6375,55185,"ok",8.65647058823529
"v4196","p1690",115,1280,"ok",11.1304347826087
"v2404","p1690",236,2845,"ok",12.0550847457627
"v12","p1690",101,1010,"ok",10
"v2161","p1691",1235,27270,"ok",22.080971659919
"v2438","p1691",665,17195,"ok",25.8571428571429
"v2069","p1691",166,5265,"ok",31.7168674698795
"v2270","p1701",119,24515,"fraud",206.008403361345
"v662","p1702",1497,135795,"ok",90.7114228456914
"v1371","p1702",101,1015,"ok",10.049504950495
"v2270","p1702",138,48075,"fraud",348.369565217391
"v2052","p1706",100,1055,"ok",10.55
"v662","p1706",102,1055,"ok",10.343137254902
"v1144","p1706",101,1070,"ok",10.5940594059406
"v1148","p1706",100,1025,"ok",10.25
"v2017","p1706",100,1035,"ok",10.35
"v2045","p1706",101,1075,"ok",10.6435643564356
"v2210","p1706",25050,757615,"ok",30.2441117764471
"v2270","p1706",182,113685,"fraud",624.642857142857
"v1085","p1713",2669,68860,"ok",25.7999250655676
"v2496","p1714",4428,43245,"ok",9.76626016260163
"v2270","p1714",102,5095,"fraud",49.9509803921569
"v1371","p1715",571,32620,"ok",57.1278458844133
"v1276","p1715",1403,61520,"ok",43.8488952245189
"v4021","p1715",508,26165,"ok",51.505905511811
"v2427","p1715",2324,60190,"ok",25.8993115318417
"v1163","p1715",3833,131935,"ok",34.4208192016697
"v2046","p1718",101,1160,"ok",11.4851485148515
"v1159","p1728",1215,26920,"ok",22.156378600823
"v1950","p1728",410,27910,"ok",68.0731707317073
"v2273","p1728",1262,72320,"ok",57.3058637083994
"v2278","p1728",1000,80910,"ok",80.91
"v2492","p1728",1641,42910,"ok",26.1486898232785
"v4254","p1740",717,3890,"ok",5.42538354253835
"v4256","p1747",4011,37375,"ok",9.31812515582149
"v2058","p1761",3697,28735,"ok",7.77251825804707
"v2062","p1761",269,3895,"ok",14.4795539033457
"v1969","p1761",183,2315,"ok",12.6502732240437
"v2203","p1761",263,3785,"ok",14.3916349809886
"v2069","p1761",357,7905,"ok",22.1428571428571
"v2523","p1761",272,4045,"ok",14.8713235294118
"v4264","p1796",9245,59415,"ok",6.42671714440238
"v2447","p1800",101,1055,"ok",10.4455445544554
"v976","p1814",2903,147355,"ok",50.7595590768171
"v1282","p1814",1286,37780,"ok",29.3779160186625
"v2439","p1814",8988,94125,"ok",10.4722963951936
"v1208","p1814",2100,46715,"ok",22.2452380952381
"v2257","p1814",3065,117790,"ok",38.4306688417618
"v1243","p1814",1986,76500,"ok",38.5196374622357
"v2222","p1815",437,17255,"ok",39.4851258581236
"v2002","p1818",100,1070,"ok",10.7
"v1155","p1833",695,33995,"ok",48.9136690647482
"v2222","p1833",4290,151340,"ok",35.2773892773893
"v1139","p1833",638,28470,"ok",44.6238244514107
"v1301","p1833",858,27960,"ok",32.5874125874126
"v1243","p1833",1033,44355,"ok",42.9380445304937
"v1209","p1833",723,24665,"ok",34.1147994467497
"v2077","p1833",762,36915,"ok",48.4448818897638
"v2087","p1833",2108,85630,"ok",40.6214421252372
"v2219","p1833",1377,21580,"ok",15.6717501815541
"v2461","p1833",3433,53445,"ok",15.5680163122633
"v1039","p1838",100,1040,"ok",10.4
"v986","p1856",7486,28305,"ok",3.78105797488645
"v2281","p1869",835,50660,"ok",60.6706586826347
"v2551","p1869",4075,80345,"ok",19.7165644171779
"v2551","p1869",2855,103240,"ok",36.1611208406305
"v553","p1870",12186,88915,"ok",7.29648777285409
"v2222","p1906",294,209220,"fraud",711.632653061224
"v2463","p1906",101,1080,"ok",10.6930693069307
"v2345","p1906",100,1100,"ok",11
"v662","p1909",336,14495,"ok",43.1398809523809
"v664","p1909",252,11295,"ok",44.8214285714286
"v2545","p1909",1388,44775,"ok",32.2586455331412
"v4275","p1910",147,3555,"ok",24.1836734693878
"v1147","p1910",117,1355,"ok",11.5811965811966
"v4011","p1910",152,4085,"ok",26.875
"v333","p1910",102,1195,"ok",11.7156862745098
"v2582","p1910",205,5780,"ok",28.1951219512195
"v1678","p1911",121,4765,"ok",39.3801652892562
"v663","p1911",288,13135,"ok",45.6076388888889
"v852","p1911",109,4010,"ok",36.7889908256881
"v2356","p1912",101,1005,"ok",9.95049504950495
"v1139","p1912",100,1010,"ok",10.1
"v1248","p1912",830,3615,"ok",4.35542168674699
"v9","p1912",1036,4730,"ok",4.56563706563707
"v4278","p1913",456,7495,"ok",16.4364035087719
"v4278","p1913",539,8145,"ok",15.1113172541744
"v662","p1913",336,18590,"ok",55.3273809523809
"v663","p1913",255,17645,"ok",69.1960784313726
"v4147","p1913",145,6040,"ok",41.6551724137931
"v2582","p1913",220,6825,"ok",31.0227272727273
"v809","p1913",342,6720,"ok",19.6491228070175
"v2563","p1913",216,6645,"ok",30.7638888888889
"v2269","p1914",100,1060,"ok",10.6
"v1172","p1914",101,1015,"ok",10.049504950495
"v1176","p1914",100,1030,"ok",10.3
"v1138","p1914",100,1030,"ok",10.3
"v1156","p1914",1221,47540,"ok",38.9352989352989
"v2458","p1914",100,1085,"ok",10.85
"v1141","p1914",100,1015,"ok",10.15
"v818","p1915",300,13420,"ok",44.7333333333333
"v663","p1915",218,8765,"ok",40.2064220183486
"v4040","p1915",403,6470,"ok",16.0545905707196
"v2478","p1915",183,21240,"ok",116.065573770492
"v1205","p1917",218,6235,"ok",28.6009174311927
"v1137","p1917",254,7625,"ok",30.0196850393701
"v749","p1917",186,7045,"ok",37.8763440860215
"v1465","p1917",255,5170,"ok",20.2745098039216
"v988","p1917",111,7040,"ok",63.4234234234234
"v662","p1917",123,4495,"ok",36.5447154471545
"v747","p1917",154,13690,"ok",88.8961038961039
"v1148","p1917",2241,1085,"fraud",0.484158857652834
"v1043","p1917",121,5160,"ok",42.6446280991736
"v333","p1917",143,4210,"ok",29.4405594405594
"v1156","p1917",106,4170,"ok",39.3396226415094
"v4021","p1917",126,5690,"ok",45.1587301587302
"v2592","p1917",242,13115,"ok",54.1942148760331
"v2592","p1917",271,7825,"ok",28.8745387453875
"v2589","p1917",225,8380,"ok",37.2444444444444
"v1243","p1917",141,4280,"ok",30.354609929078
"v1149","p1917",126,7015,"ok",55.6746031746032
"v1156","p1917",157,15480,"ok",98.5987261146497
"v1964","p1917",445,11955,"ok",26.8651685393258
"v2563","p1917",152,7290,"ok",47.9605263157895
"v662","p1918",190,12940,"ok",68.1052631578947
"v1213","p1918",216,9025,"ok",41.7824074074074
"v4196","p1918",206,4810,"ok",23.3495145631068
"v1726","p1918",109,4415,"ok",40.5045871559633
"v1278","p1919",109,1690,"ok",15.5045871559633
"v1139","p1919",104,1100,"ok",10.5769230769231
"v2232","p1919",101,1040,"ok",10.2970297029703
"v539","p1920",150,7225,"ok",48.1666666666667
"v397","p1920",2322,7865,"ok",3.38716623600345
"v1284","p1921",431,23365,"ok",54.2111368909513
"v1284","p1921",149,4145,"ok",27.8187919463087
"v2545","p1921",173,4330,"ok",25.028901734104
"v1085","p1921",170,5375,"ok",31.6176470588235
"v1678","p1923",118,9920,"ok",84.0677966101695
"v2472","p1923",159,17455,"ok",109.779874213836
"v4281","p1923",211,30590,"ok",144.976303317536
"v2594","p1923",190,11600,"ok",61.0526315789474
"v1988","p1923",211,12530,"ok",59.3838862559242
"v2020","p1923",243,22525,"ok",92.6954732510288
"v1043","p1923",138,22955,"ok",166.340579710145
"v1623","p1937",100,1010,"ok",10.1
"v805","p1940",5172,119910,"ok",23.1844547563805
"v2551","p1941",2377,41235,"ok",17.3474968447623
"v596","p1941",1322,32935,"ok",24.9130105900151
"v473","p1941",6200,35740,"ok",5.76451612903226
"v1971","p1941",3664,135000,"ok",36.8449781659389
"v333","p1941",924,35020,"ok",37.9004329004329
"v1085","p1941",960,90380,"ok",94.1458333333333
"v1270","p1954",216,1005,"fraud",4.65277777777778
"v2095","p1956",101,1020,"ok",10.0990099009901
"v1940","p1956",104,1110,"ok",10.6730769230769
"v2155","p1956",101,1045,"ok",10.3465346534653
"v1085","p1956",109,1175,"ok",10.7798165137615
"v1196","p1956",101,1050,"ok",10.3960396039604
"v2270","p1958",4266,1160,"fraud",0.271917487107361
"v1250","p1963",1761,112240,"ok",63.7365133446905
"v4286","p1964",3522,25765,"ok",7.31544576944918
"v662","p1965",768,23185,"ok",30.1888020833333
"v1055","p1990",1088,38945,"ok",35.7950367647059
"v1284","p1990",7594,100375,"ok",13.2176718461944
"v1989","p1990",21062,256240,"ok",12.1659861361694
"v1284","p1990",8280,111430,"ok",13.457729468599
"v1184","p1990",1938,92725,"ok",47.8457172342621
"v1205","p1992",2561,59430,"ok",23.205778992581
"v2240","p1992",100,1015,"ok",10.15
"v2595","p1992",100,1010,"ok",10.1
"v483","p1993",3385,27635,"ok",8.16395864106352
"v483","p1993",3988,30690,"ok",7.69558676028084
"v44","p2001",102,1070,"ok",10.4901960784314
"v45","p2001",101,1090,"ok",10.7920792079208
"v45","p2001",101,1125,"ok",11.1386138613861
"v710","p2001",101,1105,"ok",10.9405940594059
"v3737","p2009",102,1120,"ok",10.9803921568627
"v529","p2010",2200,61950,"ok",28.1590909090909
"v152","p2013",100,1100,"ok",11
"v529","p2028",9995,153140,"ok",15.3216608304152
"v43","p2068",103,1060,"ok",10.2912621359223
"v43","p2068",105,1115,"ok",10.6190476190476
"v45","p2068",103,1110,"ok",10.7766990291262
"v1676","p2068",100,1060,"ok",10.6
"v4299","p2068",100,1040,"ok",10.4
"v1693","p2068",101,1105,"ok",10.9405940594059
"v1719","p2068",100,1110,"ok",11.1
"v1735","p2068",101,1050,"ok",10.3960396039604
"v1085","p2068",101,1120,"ok",11.0891089108911
"v1709","p2088",160,5945,"ok",37.15625
"v1150","p2088",122,7240,"ok",59.344262295082
"v1241","p2088",372,8425,"ok",22.6478494623656
"v1705","p2089",691,65860,"ok",95.3111432706223
"v2685","p2089",179,18135,"ok",101.312849162011
"v1720","p2089",361,37635,"ok",104.252077562327
"v2648","p2089",136,17570,"ok",129.191176470588
"v2682","p2091",2400,126420,"ok",52.675
"v2029","p2108",324,12810,"ok",39.537037037037
"v1673","p2108",372,31565,"ok",84.8521505376344
"v1666","p2109",100,1065,"ok",10.65
"v4316","p2134",350,11105,"ok",31.7285714285714
"v2701","p2140",111,10725,"fraud",96.6216216216216
"v1720","p4277",115,3240,"ok",28.1739130434783
"v2029","p4277",150,7495,"ok",49.9666666666667
"v1680","p2144",313,24100,"ok",76.9968051118211
"v54","p2144",702,37765,"ok",53.7962962962963
"v1680","p2145",756,84955,"ok",112.374338624339
"v1679","p2145",248,26960,"ok",108.709677419355
"v1673","p2148",333,42360,"ok",127.207207207207
"v1085","p2150",100,1040,"ok",10.4
"v4029","p2170",102,1035,"ok",10.1470588235294
"v1675","p2170",101,1770,"ok",17.5247524752475
"v2660","p2170",105,3590,"ok",34.1904761904762
"v2269","p2170",103,1225,"ok",11.8932038834951
"v2472","p2170",102,2910,"ok",28.5294117647059
"v1170","p2170",121,1560,"ok",12.8925619834711
"v1276","p2170",162,3595,"ok",22.1913580246914
"v2675","p2170",140,1835,"ok",13.1071428571429
"v1171","p2170",105,1260,"ok",12
"v1278","p2170",158,5015,"ok",31.7405063291139
"v1160","p2170",114,2100,"ok",18.4210526315789
"v44","p4280",137,1190,"ok",8.68613138686131
"v1022","p2211",645,6985,"ok",10.8294573643411
"v662","p2211",503,17110,"ok",34.0159045725646
"v333","p2211",365,14890,"ok",40.7945205479452
"v594","p2211",167,6590,"ok",39.4610778443114
"v1803","p2211",1513,11955,"ok",7.90152015862525
"v3108","p2211",1961,24585,"ok",12.5369709331973
"v1149","p2211",1020,16690,"ok",16.3627450980392
"v54","p2223",1222,44465,"ok",36.3870703764321
"v893","p2230",102,1080,"ok",10.5882352941176
"v4088","p2258",101,1065,"ok",10.5445544554455
"v3678","p2258",100,1040,"ok",10.4
"v1666","p2258",100,1030,"ok",10.3
"v664","p2269",114,367115,"fraud",3220.30701754386
"v1639","p2271",782,38865,"ok",49.6994884910486
"v2747","p2271",3847,57430,"ok",14.9285157265402
"v1648","p2271",2294,49065,"ok",21.3884045335658
"v1571","p2273",100,1005,"ok",10.05
"v1623","p2273",114,34080,"fraud",298.947368421053
"v1645","p2273",2855,1120,"fraud",0.392294220665499
